19	22	30	5	10	13	16	25	28	2	20	17	21	29	24	8	6	12	7	3	18	22	27	4	11	26	9	20	14	
20	23	1	6	11	14	17	26	29	3	21	18	22	30	25	9	7	13	8	4	19	23	28	5	12	27	10	21	15	
21	24	2	7	12	15	18	27	30	4	22	19	23	1	26	10	8	14	9	5	20	24	29	6	13	28	11	22	16	
22	25	3	8	13	16	19	28	1	5	23	20	24	2	27	11	9	15	10	6	21	25	30	7	14	29	12	23	17	
23	26	4	9	14	17	20	29	2	6	24	21	25	3	28	12	10	16	11	7	22	26	1	8	15	30	13	24	18	
24	27	5	10	15	18	21	30	3	7	25	22	26	4	29	13	11	17	12	8	23	27	2	9	16	1	14	25	19	
25	28	6	11	16	19	22	1	4	8	26	23	27	5	30	14	12	18	13	9	24	28	3	10	17	2	15	26	20	
26	29	7	12	17	20	23	2	5	9	27	24	28	6	1	15	13	19	14	10	25	29	4	11	18	3	16	27	21	
27	30	8	13	18	21	24	3	6	10	28	25	29	7	2	16	14	20	15	11	26	30	5	12	19	4	17	28	22	
28	1	9	14	19	22	25	4	7	11	29	26	30	8	3	17	15	21	16	12	27	1	6	13	20	5	18	29	23	
29	2	10	15	20	23	26	5	8	12	30	27	1	9	4	18	16	22	17	13	28	2	7	14	21	6	19	30	24	
30	3	11	16	21	24	27	6	9	13	1	28	2	10	5	19	17	23	18	14	29	3	8	15	22	7	20	1	25	
1	5	14	22	29	3	10	21	26	11	24	9	23	2	12	13	16	27	7	30	19	8	5	15	18	17	4	19	20	
2	6	15	23	30	4	11	22	27	12	25	10	24	3	13	14	17	28	8	1	20	9	6	16	19	18	5	20	21	
3	7	16	24	1	5	12	23	28	13	26	11	25	4	14	15	18	29	9	2	21	10	7	17	20	19	6	21	22	
4	8	17	25	2	6	13	24	29	14	27	12	26	5	15	16	19	30	10	3	22	11	8	18	21	20	7	22	23	
5	9	18	26	3	7	14	25	30	15	28	13	27	6	16	17	20	1	11	4	23	12	9	19	22	21	8	23	24	
6	10	19	27	4	8	15	26	1	16	29	14	28	7	17	18	21	2	12	5	24	13	10	20	23	22	9	24	25	
7	11	20	28	5	9	16	27	2	17	30	15	29	8	18	19	22	3	13	6	25	14	11	21	24	23	10	25	26	
8	12	21	29	6	10	17	28	3	18	1	16	30	9	19	20	23	4	14	7	26	15	12	22	25	24	11	26	27	
9	13	22	30	7	11	18	29	4	19	2	17	1	10	20	21	24	5	15	8	27	16	13	23	26	25	12	27	28	
10	14	23	1	8	12	19	30	5	20	3	18	2	11	21	22	25	6	16	9	28	17	14	24	27	26	13	28	29	
11	15	24	2	9	13	20	1	6	21	4	19	3	12	22	23	26	7	17	10	29	18	15	25	28	27	14	29	30	
12	16	25	3	10	14	21	2	7	22	5	20	4	13	23	24	27	8	18	11	30	19	16	26	29	28	15	30	1	
13	17	26	4	11	15	22	3	8	23	6	21	5	14	24	25	28	9	19	12	1	20	17	27	30	29	16	1	2	
14	18	27	5	12	16	23	4	9	24	7	22	6	15	25	26	29	10	20	13	2	21	18	28	1	30	17	2	3	
15	19	28	6	13	17	24	5	10	25	8	23	7	16	26	27	30	11	21	14	3	22	19	29	2	1	18	3	4	
16	20	29	7	14	18	25	6	11	26	9	24	8	17	27	28	1	12	22	15	4	23	20	30	3	2	19	4	5	
17	21	30	8	15	19	26	7	12	27	10	25	9	18	28	29	2	13	23	16	5	24	21	1	4	3	20	5	6	
18	22	1	9	16	20	27	8	13	28	11	26	10	19	29	30	3	14	24	17	6	25	22	2	5	4	21	6	7	
19	23	2	10	17	21	28	9	14	29	12	27	11	20	30	1	4	15	25	18	7	26	23	3	6	5	22	7	8	
20	24	3	11	18	22	29	10	15	30	13	28	12	21	1	2	5	16	26	19	8	27	24	4	7	6	23	8	9	
21	25	4	12	19	23	30	11	16	1	14	29	13	22	2	3	6	17	27	20	9	28	25	5	8	7	24	9	10	
22	26	5	13	20	24	1	12	17	2	15	30	14	23	3	4	7	18	28	21	10	29	26	6	9	8	25	10	11	
23	27	6	14	21	25	2	13	18	3	16	1	15	24	4	5	8	19	29	22	11	30	27	7	10	9	26	11	12	
24	28	7	15	22	26	3	14	19	4	17	2	16	25	5	6	9	20	30	23	12	1	28	8	11	10	27	12	13	
25	29	8	16	23	27	4	15	20	5	18	3	17	26	6	7	10	21	1	24	13	2	29	9	12	11	28	13	14	
26	30	9	17	24	28	5	16	21	6	19	4	18	27	7	8	11	22	2	25	14	3	30	10	13	12	29	14	15	
27	1	10	18	25	29	6	17	22	7	20	5	19	28	8	9	12	23	3	26	15	4	1	11	14	13	30	15	16	
28	2	11	19	26	30	7	18	23	8	21	6	20	29	9	10	13	24	4	27	16	5	2	12	15	14	1	16	17	
29	3	12	20	27	1	8	19	24	9	22	7	21	30	10	11	14	25	5	28	17	6	3	13	16	15	2	17	18	
30	4	13	21	28	2	9	20	25	10	23	8	22	1	11	12	15	26	6	29	18	7	4	14	17	16	3	18	19	
