16	19	27	4	12	18	21	8	2	14	23	11	3	20	24	26	9	15	28	6	17	22	1	10	11	3	13	
17	20	28	5	13	19	22	9	3	15	24	12	4	21	25	27	10	16	1	7	18	23	2	11	12	4	14	
18	21	1	6	14	20	23	10	4	16	25	13	5	22	26	28	11	17	2	8	19	24	3	12	13	5	15	
19	22	2	7	15	21	24	11	5	17	26	14	6	23	27	1	12	18	3	9	20	25	4	13	14	6	16	
20	23	3	8	16	22	25	12	6	18	27	15	7	24	28	2	13	19	4	10	21	26	5	14	15	7	17	
21	24	4	9	17	23	26	13	7	19	28	16	8	25	1	3	14	20	5	11	22	27	6	15	16	8	18	
22	25	5	10	18	24	27	14	8	20	1	17	9	26	2	4	15	21	6	12	23	28	7	16	17	9	19	
23	26	6	11	19	25	28	15	9	21	2	18	10	27	3	5	16	22	7	13	24	1	8	17	18	10	20	
24	27	7	12	20	26	1	16	10	22	3	19	11	28	4	6	17	23	8	14	25	2	9	18	19	11	21	
25	28	8	13	21	27	2	17	11	23	4	20	12	1	5	7	18	24	9	15	26	3	10	19	20	12	22	
26	1	9	14	22	28	3	18	12	24	5	21	13	2	6	8	19	25	10	16	27	4	11	20	21	13	23	
27	2	10	15	23	1	4	19	13	25	6	22	14	3	7	9	20	26	11	17	28	5	12	21	22	14	24	
28	3	11	16	24	2	5	20	14	26	7	23	15	4	8	10	21	27	12	18	1	6	13	22	23	15	25	
1	5	14	25	9	6	24	13	10	18	23	3	2	27	8	4	19	16	11	15	7	18	20	12	28	26	11	
2	6	15	26	10	7	25	14	11	19	24	4	3	28	9	5	20	17	12	16	8	19	21	13	1	27	12	
3	7	16	27	11	8	26	15	12	20	25	5	4	1	10	6	21	18	13	17	9	20	22	14	2	28	13	
4	8	17	28	12	9	27	16	13	21	26	6	5	2	11	7	22	19	14	18	10	21	23	15	3	1	14	
5	9	18	1	13	10	28	17	14	22	27	7	6	3	12	8	23	20	15	19	11	22	24	16	4	2	15	
6	10	19	2	14	11	1	18	15	23	28	8	7	4	13	9	24	21	16	20	12	23	25	17	5	3	16	
7	11	20	3	15	12	2	19	16	24	1	9	8	5	14	10	25	22	17	21	13	24	26	18	6	4	17	
8	12	21	4	16	13	3	20	17	25	2	10	9	6	15	11	26	23	18	22	14	25	27	19	7	5	18	
9	13	22	5	17	14	4	21	18	26	3	11	10	7	16	12	27	24	19	23	15	26	28	20	8	6	19	
10	14	23	6	18	15	5	22	19	27	4	12	11	8	17	13	28	25	20	24	16	27	1	21	9	7	20	
11	15	24	7	19	16	6	23	20	28	5	13	12	9	18	14	1	26	21	25	17	28	2	22	10	8	21	
12	16	25	8	20	17	7	24	21	1	6	14	13	10	19	15	2	27	22	26	18	1	3	23	11	9	22	
13	17	26	9	21	18	8	25	22	2	7	15	14	11	20	16	3	28	23	27	19	2	4	24	12	10	23	
14	18	27	10	22	19	9	26	23	3	8	16	15	12	21	17	4	1	24	28	20	3	5	25	13	11	24	
15	19	28	11	23	20	10	27	24	4	9	17	16	13	22	18	5	2	25	1	21	4	6	26	14	12	25	
16	20	1	12	24	21	11	28	25	5	10	18	17	14	23	19	6	3	26	2	22	5	7	27	15	13	26	
17	21	2	13	25	22	12	1	26	6	11	19	18	15	24	20	7	4	27	3	23	6	8	28	16	14	27	
18	22	3	14	26	23	13	2	27	7	12	20	19	16	25	21	8	5	28	4	24	7	9	1	17	15	28	
19	23	4	15	27	24	14	3	28	8	13	21	20	17	26	22	9	6	1	5	25	8	10	2	18	16	1	
20	24	5	16	28	25	15	4	1	9	14	22	21	18	27	23	10	7	2	6	26	9	11	3	19	17	2	
21	25	6	17	1	26	16	5	2	10	15	23	22	19	28	24	11	8	3	7	27	10	12	4	20	18	3	
22	26	7	18	2	27	17	6	3	11	16	24	23	20	1	25	12	9	4	8	28	11	13	5	21	19	4	
23	27	8	19	3	28	18	7	4	12	17	25	24	21	2	26	13	10	5	9	1	12	14	6	22	20	5	
24	28	9	20	4	1	19	8	5	13	18	26	25	22	3	27	14	11	6	10	2	13	15	7	23	21	6	
25	1	10	21	5	2	20	9	6	14	19	27	26	23	4	28	15	12	7	11	3	14	16	8	24	22	7	
26	2	11	22	6	3	21	10	7	15	20	28	27	24	5	1	16	13	8	12	4	15	17	9	25	23	8	
27	3	12	23	7	4	22	11	8	16	21	1	28	25	6	2	17	14	9	13	5	16	18	10	26	24	9	
28	4	13	24	8	5	23	12	9	17	22	2	1	26	7	3	18	15	10	14	6	17	19	11	27	25	10	
