18	22	4	16	10	24	11	26	20	6	3	9	8	23	19	27	13	14	7	5	15	2	16	25	21	17	1	
19	23	5	17	11	25	12	27	21	7	4	10	9	24	20	1	14	15	8	6	16	3	17	26	22	18	2	
20	24	6	18	12	26	13	1	22	8	5	11	10	25	21	2	15	16	9	7	17	4	18	27	23	19	3	
21	25	7	19	13	27	14	2	23	9	6	12	11	26	22	3	16	17	10	8	18	5	19	1	24	20	4	
22	26	8	20	14	1	15	3	24	10	7	13	12	27	23	4	17	18	11	9	19	6	20	2	25	21	5	
23	27	9	21	15	2	16	4	25	11	8	14	13	1	24	5	18	19	12	10	20	7	21	3	26	22	6	
24	1	10	22	16	3	17	5	26	12	9	15	14	2	25	6	19	20	13	11	21	8	22	4	27	23	7	
25	2	11	23	17	4	18	6	27	13	10	16	15	3	26	7	20	21	14	12	22	9	23	5	1	24	8	
26	3	12	24	18	5	19	7	1	14	11	17	16	4	27	8	21	22	15	13	23	10	24	6	2	25	9	
27	4	13	25	19	6	20	8	2	15	12	18	17	5	1	9	22	23	16	14	24	11	25	7	3	26	10	
