14	16	1	5	10	8	11	21	17	4	9	2	18	19	20	15	6	10	6	7	12	
15	17	2	6	11	9	12	1	18	5	10	3	19	20	21	16	7	11	7	8	13	
16	18	3	7	12	10	13	2	19	6	11	4	20	21	1	17	8	12	8	9	14	
17	19	4	8	13	11	14	3	20	7	12	5	21	1	2	18	9	13	9	10	15	
18	20	5	9	14	12	15	4	21	8	13	6	1	2	3	19	10	14	10	11	16	
19	21	6	10	15	13	16	5	1	9	14	7	2	3	4	20	11	15	11	12	17	
20	1	7	11	16	14	17	6	2	10	15	8	3	4	5	21	12	16	12	13	18	
21	2	8	12	17	15	18	7	3	11	16	9	4	5	6	1	13	17	13	14	19	
1	4	12	17	2	3	7	18	10	5	13	21	20	8	19	15	9	16	11	14	6	
2	5	13	18	3	4	8	19	11	6	14	1	21	9	20	16	10	17	12	15	7	
3	6	14	19	4	5	9	20	12	7	15	2	1	10	21	17	11	18	13	16	8	
4	7	15	20	5	6	10	21	13	8	16	3	2	11	1	18	12	19	14	17	9	
5	8	16	21	6	7	11	1	14	9	17	4	3	12	2	19	13	20	15	18	10	
6	9	17	1	7	8	12	2	15	10	18	5	4	13	3	20	14	21	16	19	11	
7	10	18	2	8	9	13	3	16	11	19	6	5	14	4	21	15	1	17	20	12	
8	11	19	3	9	10	14	4	17	12	20	7	6	15	5	1	16	2	18	21	13	
9	12	20	4	10	11	15	5	18	13	21	8	7	16	6	2	17	3	19	1	14	
10	13	21	5	11	12	16	6	19	14	1	9	8	17	7	3	18	4	20	2	15	
11	14	1	6	12	13	17	7	20	15	2	10	9	18	8	4	19	5	21	3	16	
12	15	2	7	13	14	18	8	21	16	3	11	10	19	9	5	20	6	1	4	17	
13	16	3	8	14	15	19	9	1	17	4	12	11	20	10	6	21	7	2	5	18	
14	17	4	9	15	16	20	10	2	18	5	13	12	21	11	7	1	8	3	6	19	
15	18	5	10	16	17	21	11	3	19	6	14	13	1	12	8	2	9	4	7	20	
16	19	6	11	17	18	1	12	4	20	7	15	14	2	13	9	3	10	5	8	21	
17	20	7	12	18	19	2	13	5	21	8	16	15	3	14	10	4	11	6	9	1	
18	21	8	13	19	20	3	14	6	1	9	17	16	4	15	11	5	12	7	10	2	
19	1	9	14	20	21	4	15	7	2	10	18	17	5	16	12	6	13	8	11	3	
20	2	10	15	21	1	5	16	8	3	11	19	18	6	17	13	7	14	9	12	4	
21	3	11	16	1	2	6	17	9	4	12	20	19	7	18	14	8	15	10	13	5	
1	5	15	2	10	17	14	13	12	3	7	9	19	4	11	20	21	6	8	18	16	
2	6	16	3	11	18	15	14	13	4	8	10	20	5	12	21	1	7	9	19	17	
3	7	17	4	12	19	16	15	14	5	9	11	21	6	13	1	2	8	10	20	18	
4	8	18	5	13	20	17	16	15	6	10	12	1	7	14	2	3	9	11	21	19	
5	9	19	6	14	21	18	17	16	7	11	13	2	8	15	3	4	10	12	1	20	
6	10	20	7	15	1	19	18	17	8	12	14	3	9	16	4	5	11	13	2	21	
7	11	21	8	16	2	20	19	18	9	13	15	4	10	17	5	6	12	14	3	1	
8	12	1	9	17	3	21	20	19	10	14	16	5	11	18	6	7	13	15	4	2	
9	13	2	10	18	4	1	21	20	11	15	17	6	12	19	7	8	14	16	5	3	
10	14	3	11	19	5	2	1	21	12	16	18	7	13	20	8	9	15	17	6	4	
11	15	4	12	20	6	3	2	1	13	17	19	8	14	21	9	10	16	18	7	5	
12	16	5	13	21	7	4	3	2	14	18	20	9	15	1	10	11	17	19	8	6	
13	17	6	14	1	8	5	4	3	15	19	21	10	16	2	11	12	18	20	9	7	
14	18	7	15	2	9	6	5	4	16	20	1	11	17	3	12	13	19	21	10	8	
15	19	8	16	3	10	7	6	5	17	21	2	12	18	4	13	14	20	1	11	9	
16	20	9	17	4	11	8	7	6	18	1	3	13	19	5	14	15	21	2	12	10	
17	21	10	18	5	12	9	8	7	19	2	4	14	20	6	15	16	1	3	13	11	
18	1	11	19	6	13	10	9	8	20	3	5	15	21	7	16	17	2	4	14	12	
19	2	12	20	7	14	11	10	9	21	4	6	16	1	8	17	18	3	5	15	13	
20	3	13	21	8	15	12	11	10	1	5	7	17	2	9	18	19	4	6	16	14	
21	4	14	1	9	16	13	12	11	2	6	8	18	3	10	19	20	5	7	17	15	
