10	13	21	26	11	14	17	23	24	1	6	20	25	4	7	8	19	5	3	11	10	22	18	16	12	
11	14	22	1	12	15	18	24	25	2	7	21	26	5	8	9	20	6	4	12	11	23	19	17	13	
12	15	23	2	13	16	19	25	26	3	8	22	1	6	9	10	21	7	5	13	12	24	20	18	14	
13	16	24	3	14	17	20	26	1	4	9	23	2	7	10	11	22	8	6	14	13	25	21	19	15	
14	17	25	4	15	18	21	1	2	5	10	24	3	8	11	12	23	9	7	15	14	26	22	20	16	
15	18	26	5	16	19	22	2	3	6	11	25	4	9	12	13	24	10	8	16	15	1	23	21	17	
16	19	1	6	17	20	23	3	4	7	12	26	5	10	13	14	25	11	9	17	16	2	24	22	18	
17	20	2	7	18	21	24	4	5	8	13	1	6	11	14	15	26	12	10	18	17	3	25	23	19	
18	21	3	8	19	22	25	5	6	9	14	2	7	12	15	16	1	13	11	19	18	4	26	24	20	
19	22	4	9	20	23	26	6	7	10	15	3	8	13	16	17	2	14	12	20	19	5	1	25	21	
20	23	5	10	21	24	1	7	8	11	16	4	9	14	17	18	3	15	13	21	20	6	2	26	22	
21	24	6	11	22	25	2	8	9	12	17	5	10	15	18	19	4	16	14	22	21	7	3	1	23	
22	25	7	12	23	26	3	9	10	13	18	6	11	16	19	20	5	17	15	23	22	8	4	2	24	
23	26	8	13	24	1	4	10	11	14	19	7	12	17	20	21	6	18	16	24	23	9	5	3	25	
24	1	9	14	25	2	5	11	12	15	20	8	13	18	21	22	7	19	17	25	24	10	6	4	26	
25	2	10	15	26	3	6	12	13	16	21	9	14	19	22	23	8	20	18	26	25	11	7	5	1	
26	3	11	16	1	4	7	13	14	17	22	10	15	20	23	24	9	21	19	1	26	12	8	6	2	
1	5	14	26	9	2	20	22	4	11	17	24	6	12	19	3	15	25	18	13	7	23	5	21	2	
2	6	15	1	10	3	21	23	5	12	18	25	7	13	20	4	16	26	19	14	8	24	6	22	3	
3	7	16	2	11	4	22	24	6	13	19	26	8	14	21	5	17	1	20	15	9	25	7	23	4	
4	8	17	3	12	5	23	25	7	14	20	1	9	15	22	6	18	2	21	16	10	26	8	24	5	
5	9	18	4	13	6	24	26	8	15	21	2	10	16	23	7	19	3	22	17	11	1	9	25	6	
6	10	19	5	14	7	25	1	9	16	22	3	11	17	24	8	20	4	23	18	12	2	10	26	7	
7	11	20	6	15	8	26	2	10	17	23	4	12	18	25	9	21	5	24	19	13	3	11	1	8	
8	12	21	7	16	9	1	3	11	18	24	5	13	19	26	10	22	6	25	20	14	4	12	2	9	
9	13	22	8	17	10	2	4	12	19	25	6	14	20	1	11	23	7	26	21	15	5	13	3	10	
10	14	23	9	18	11	3	5	13	20	26	7	15	21	2	12	24	8	1	22	16	6	14	4	11	
11	15	24	10	19	12	4	6	14	21	1	8	16	22	3	13	25	9	2	23	17	7	15	5	12	
12	16	25	11	20	13	5	7	15	22	2	9	17	23	4	14	26	10	3	24	18	8	16	6	13	
13	17	26	12	21	14	6	8	16	23	3	10	18	24	5	15	1	11	4	25	19	9	17	7	14	
14	18	1	13	22	15	7	9	17	24	4	11	19	25	6	16	2	12	5	26	20	10	18	8	15	
15	19	2	14	23	16	8	10	18	25	5	12	20	26	7	17	3	13	6	1	21	11	19	9	16	
16	20	3	15	24	17	9	11	19	26	6	13	21	1	8	18	4	14	7	2	22	12	20	10	17	
17	21	4	16	25	18	10	12	20	1	7	14	22	2	9	19	5	15	8	3	23	13	21	11	18	
18	22	5	17	26	19	11	13	21	2	8	15	23	3	10	20	6	16	9	4	24	14	22	12	19	
19	23	6	18	1	20	12	14	22	3	9	16	24	4	11	21	7	17	10	5	25	15	23	13	20	
20	24	7	19	2	21	13	15	23	4	10	17	25	5	12	22	8	18	11	6	26	16	24	14	21	
21	25	8	20	3	22	14	16	24	5	11	18	26	6	13	23	9	19	12	7	1	17	25	15	22	
22	26	9	21	4	23	15	17	25	6	12	19	1	7	14	24	10	20	13	8	2	18	26	16	23	
23	1	10	22	5	24	16	18	26	7	13	20	2	8	15	25	11	21	14	9	3	19	1	17	24	
24	2	11	23	6	25	17	19	1	8	14	21	3	9	16	26	12	22	15	10	4	20	2	18	25	
25	3	12	24	7	26	18	20	2	9	15	22	4	10	17	1	13	23	16	11	5	21	3	19	26	
26	4	13	25	8	1	19	21	3	10	16	23	5	11	18	2	14	24	17	12	6	22	4	20	1	
